Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),SNR,Score,Tags,Notes
1094,Spectrogram 1,10,52354.33112,52355.51397,78.87931034,215.9482759,2.615469,2.933562,,
1095,Spectrogram 1,10,52341.17198,52342.42875,89.22413793,200.4310345,2.306518,2.519513,,
1096,Spectrogram 1,10,52430.5495,52431.5735,97.65625,202.51385,3.396337,4.221965,2.94E+00,
1097,Spectrogram 1,10,52457.622,52458.646,97.65625,202.51385,2.671284,3.444793,1.34E+00,
1098,Spectrogram 1,10,52462.87556,52464.28019,50.43103448,161.637931,0.606415,1.293635,,
1099,Spectrogram 1,10,52464.79,52465.814,97.65625,202.51385,1.423604,2.196246,1.10E+00,
1100,Spectrogram 1,10,52471.5105,52472.5345,89.84375,193.47255,0.689341,0.461278,5.75E-01,
1101,Spectrogram 1,10,52501.719,52502.743,89.84375,193.47255,6.132156,6.017969,4.51E+00,
1102,Spectrogram 1,10,52521.01975,52522.42438,78.87931034,187.5,2.35885,2.242411,,
1103,Spectrogram 1,10,52528.26467,52529.37359,91.81034483,218.5344828,4.304714,4.321614,,
1104,Spectrogram 1,10,52533.29176,52534.43764,65.94827586,205.6034483,3.887505,4.209547,,
1105,Spectrogram 1,10,52580.45767,52582.08409,84.05172414,303.8793103,4.032244,3.757994,,
1106,Spectrogram 1,10,52566.70711,52567.92692,84.05172414,203.0172414,8.316606,8.60391,,
1107,Spectrogram 1,10,52616.49746,52617.82816,68.53448276,246.9827586,9.164614,9.881487,,
1108,Spectrogram 1,10,52619.41761,52620.52652,73.70689655,159.0517241,1.350254,1.794717,,
1109,Spectrogram 1,10,52626.457,52627.481,89.84375,193.47255,0.713025,0.879223,5.66E-01,
1110,Spectrogram 1,10,52633.57477,52635.23815,84.05172414,267.6724138,7.383449,7.348548,,
1111,Spectrogram 1,10,52660.52144,52662.14786,91.81034483,306.4655172,2.136045,1.415072,,
1112,Spectrogram 1,10,52687.78231,52689.03908,60.77586207,197.8448276,1.934538,2.603758,,
1113,Spectrogram 1,10,52701.12627,52702.19822,86.63793103,213.362069,3.509735,3.332216,,
1114,Spectrogram 1,10,52706.11639,52707.3362,78.87931034,192.6724138,2.633418,2.36935,,
1115,Spectrogram 1,10,52708.90717,52709.83126,89.22413793,179.7413793,1.589019,1.483633,,
1116,Spectrogram 1,10,52735.94625,52737.05516,104.7413793,221.1206897,2.466588,3.773031,,
1117,Spectrogram 1,10,52734.7634,52735.65054,86.63793103,164.2241379,0.167031,2.755676,,
1118,Spectrogram 1,10,52745.409,52746.44399,78.87931034,169.3965517,2.135696,2.217304,,
1119,Spectrogram 1,10,52774.73984,52775.77483,81.46551724,197.8448276,1.227183,1.29797,,
1120,Spectrogram 1,10,52814.58691,52815.65886,104.7413793,190.0862069,1.070566,1.457956,,
1121,Spectrogram 1,10,52849.35144,52850.46036,65.94827586,174.5689655,3.490444,2.722562,,
1122,Spectrogram 1,10,52856.41154,52857.7792,96.98275862,197.8448276,3.170477,3.363272,,
1123,Spectrogram 1,10,52884.13445,52885.61301,89.22413793,192.6724138,0.281211,1.190442,,
1124,Spectrogram 1,10,52912.61512,52913.8719,91.81034483,190.0862069,2.502153,2.905632,,
1126,Spectrogram 1,10,52956.38036,52957.74802,76.29310345,200.4310345,2.483616,2.341712,,
1127,Spectrogram 1,10,52972.31179,52973.71642,99.56896552,270.2586207,4.568685,3.759387,,
1128,Spectrogram 1,10,52997.42875,52998.75945,104.7413793,244.3965517,1.448042,1.642953,,
1129,Spectrogram 1,10,53006.83606,53008.35158,89.22413793,197.8448276,2.864342,2.891961,,
1130,Spectrogram 1,10,53023.34043,53025.26256,55.60344828,205.6034483,0.882725,0.853266,,
1131,Spectrogram 1,10,53037.97813,53039.2349,138.362069,265.0862069,2.488784,2.897616,,
1132,Spectrogram 1,10,53072.44695,53073.77765,91.81034483,234.0517241,5.602605,5.864269,,
1133,Spectrogram 1,10,53092.57379,53093.86752,91.81034483,187.5,-0.175553,3.741146,,
1134,Spectrogram 1,10,53110.03922,53111.03725,81.46551724,179.7413793,2.567057,3.19228,,
1135,Spectrogram 1,10,53113.10722,53114.21614,102.1551724,215.9482759,1.779018,2.020115,,
1136,Spectrogram 1,10,53115.39898,53116.69272,84.05172414,164.2241379,3.196255,2.944331,,
1137,Spectrogram 1,10,53121.20231,53122.2373,89.22413793,161.637931,2.795847,2.425578,,
1138,Spectrogram 1,10,53123.75282,53124.8987,96.98275862,161.637931,1.604807,1.120567,,
1139,Spectrogram 1,10,53149.3455,53150.3695,97.65625,202.51385,5.41261,5.917103,3.93E+00,
1140,Spectrogram 1,10,53151.7775,53152.8015,89.84375,193.47255,2.580022,3.53555,2.41E+00,
1141,Spectrogram 1,10,52945.75324,52946.86216,94.39655172,221.1206897,4.832005,5.037375,,
1142,Spectrogram 1,10,53186.75776,53188.42113,45.25862069,259.9137931,4.701612,5.237435,,
1143,Spectrogram 1,10,53192.00663,53193.41126,84.05172414,208.1896552,2.033918,1.819708,,
1144,Spectrogram 1,10,53198.29049,53199.25155,89.22413793,236.637931,2.866369,3.018554,,
1145,Spectrogram 1,10,53201.93143,53203.15124,94.39655172,221.1206897,2.60289,3.305831,,
1146,Spectrogram 1,10,53228.12034,53229.26622,89.22413793,218.5344828,3.882884,3.734724,,
1147,Spectrogram 1,10,53230.48603,53231.59495,86.63793103,195.2586207,2.712845,1.808124,,
1148,Spectrogram 1,10,53248.82012,53250.00296,86.63793103,190.0862069,1.998568,1.945322,,
1149,Spectrogram 1,10,53272.45852,53273.95556,86.63793103,239.2241379,5.079279,5.581342,,
1150,Spectrogram 1,10,53280.31335,53281.3853,58.18965517,184.9137931,1.852613,2.000235,,
1151,Spectrogram 1,10,53324.74393,53326.14856,109.9137931,298.7068966,2.311367,2.694599,,
1152,Spectrogram 1,10,53335.13078,53336.97898,78.87931034,203.0172414,1.443439,1.072326,,
1153,Spectrogram 1,10,53365.38572,53366.90124,81.46551724,228.8793103,2.628945,3.444091,,
1154,Spectrogram 1,10,53374.42339,53375.6432,65.94827586,218.5344828,0.816409,1.111727,,
1155,Spectrogram 1,10,53395.64066,53396.86047,89.22413793,203.0172414,1.183537,1.752658,,
1156,Spectrogram 1,10,53403.23674,53404.6044,102.1551724,257.3275862,4.358451,4.094549,,
1157,Spectrogram 1,10,53434.78541,53436.227,91.81034483,254.7413793,6.779459,6.288953,,
1158,Spectrogram 1,10,53487.86555,53488.97446,94.39655172,228.8793103,-1.262147,3.97149,,
1159,Spectrogram 1,10,53505.81151,53507.06828,73.70689655,200.4310345,6.467646,6.953808,,
1160,Spectrogram 1,10,53549.94639,53551.24012,47.84482759,288.362069,1.477186,1.416576,,
1161,Spectrogram 1,10,53560.92466,53562.40322,86.63793103,249.5689655,4.784371,6.074719,,
1162,Spectrogram 1,10,53593.3235,53594.91295,89.22413793,285.7758621,6.094264,6.020193,,
1163,Spectrogram 1,10,53599.73674,53600.80869,55.60344828,143.5344828,5.764237,5.842477,,
1164,Spectrogram 1,10,53609.065,53610.089,89.84375,193.47255,3.034382,3.205354,1.83E+00,
1165,Spectrogram 1,10,53610.89983,53611.82393,71.12068966,179.7413793,2.964863,4.597994,,
1166,Spectrogram 1,10,53616.25959,53617.18369,99.56896552,203.0172414,1.467534,0.942261,,
1167,Spectrogram 1,10,53630.91577,53632.20951,96.98275862,215.9482759,11.139715,11.356717,,
1168,Spectrogram 1,10,53642.61484,53643.61287,78.87931034,205.6034483,-2.668037,2.128734,,
1169,Spectrogram 1,10,53644.20429,53645.53499,89.22413793,184.9137931,6.063368,7.057819,,
1170,Spectrogram 1,10,53647.90068,53649.45316,102.1551724,221.1206897,5.971681,6.170923,,
1171,Spectrogram 1,10,53659.32252,53660.32054,84.05172414,177.1551724,1.766486,1.12485,,
1172,Spectrogram 1,10,53680.1147,53681.07576,89.22413793,249.5689655,8.82193,8.991879,,
1173,Spectrogram 1,10,53704.49238,53705.74915,91.81034483,208.1896552,4.987197,5.120666,,
1174,Spectrogram 1,10,53739.3678,53740.55065,84.05172414,208.1896552,9.003023,8.173192,,
1175,Spectrogram 1,10,53744.939,53745.963,97.65625,202.51385,9.665052,9.527491,1.47E+01,
1176,Spectrogram 1,10,53758.90322,53759.97517,91.81034483,187.5,2.36354,2.420784,,
1177,Spectrogram 1,10,53765.94484,53767.20161,102.1551724,239.2241379,6.282184,6.861371,,
1178,Spectrogram 1,10,53770.898,53772.45048,86.63793103,223.7068966,6.30243,5.570861,,
1179,Spectrogram 1,10,53790.24859,53791.4684,68.53448276,221.1206897,9.309847,9.360971,,
1180,Spectrogram 1,10,53824.34777,53825.53062,89.22413793,210.7758621,8.562094,9.106223,,
1181,Spectrogram 1,10,53866.26481,53867.41069,96.98275862,218.5344828,5.722375,5.99466,,
1182,Spectrogram 1,10,53888.03654,53889.33028,109.9137931,208.1896552,2.542719,4.303953,,
1183,Spectrogram 1,10,53929.36216,53930.87768,78.87931034,174.5689655,6.051674,6.9933,,
1184,Spectrogram 1,10,53963.07322,53964.62571,91.81034483,228.8793103,3.61607,3.866185,,
1185,Spectrogram 1,10,53971.61188,53972.97954,84.05172414,252.1551724,5.295162,5.435209,,
1186,Spectrogram 1,10,53977.63699,53978.96769,91.81034483,259.9137931,3.965458,4.404276,,
1187,Spectrogram 1,10,53995.4351,53996.72884,96.98275862,184.9137931,1.641917,2.747237,,
1188,Spectrogram 1,10,54068.90082,54071.00776,78.87931034,190.0862069,3.719038,4.53913,,
1189,Spectrogram 1,10,54076.25663,54077.25466,112.5,205.6034483,-1.541884,0.400979,,
1190,Spectrogram 1,10,54077.14376,54078.69625,73.70689655,156.4655172,2.366292,2.582792,,
1191,Spectrogram 1,10,54107.73138,54108.95119,78.87931034,187.5,5.608972,5.237747,,
1192,Spectrogram 1,10,54112.18552,54113.62712,96.98275862,278.0172414,3.002422,3.420983,,
1193,Spectrogram 1,10,54148.24379,54150.01806,91.81034483,215.9482759,4.474123,4.032853,,
1194,Spectrogram 1,10,54190.16084,54191.56546,78.87931034,231.4655172,7.218463,7.297213,,
1195,Spectrogram 1,10,54219.6765,54221.19201,86.63793103,190.0862069,5.685121,5.035408,,
1196,Spectrogram 1,10,54243.01919,54244.31292,86.63793103,218.5344828,7.229482,7.709782,,
1197,Spectrogram 1,10,54245.82844,54247.01129,81.46551724,187.5,5.963433,6.543271,,
1198,Spectrogram 1,10,54273.27413,54274.42001,91.81034483,203.0172414,6.570495,6.149121,,
1199,Spectrogram 1,10,54302.01354,54303.19639,71.12068966,187.5,5.326156,5.513391,,
1200,Spectrogram 1,10,54335.90942,54337.27709,96.98275862,213.362069,1.195354,1.675141,,
1201,Spectrogram 1,10,54444.65717,54445.76608,76.29310345,208.1896552,1.501419,1.888909,,
1202,Spectrogram 1,10,54454.21233,54455.17339,76.29310345,239.2241379,7.227221,7.421733,,
1203,Spectrogram 1,10,54529.00875,54530.74605,104.7413793,205.6034483,7.018826,7.952704,,
1204,Spectrogram 1,10,54558.96797,54560.55742,89.22413793,244.3965517,4.486404,4.711269,,
1205,Spectrogram 1,10,54575.80502,54577.4684,78.87931034,223.7068966,4.360691,6.306882,,
1206,Spectrogram 1,10,54599.38798,54600.75564,91.81034483,190.0862069,5.009238,5.361581,,
1207,Spectrogram 1,10,54606.65138,54608.05601,115.0862069,208.1896552,7.833725,7.800703,,
1208,Spectrogram 1,10,54634.17099,54635.57562,65.94827586,265.0862069,3.922849,5.55566,,
1209,Spectrogram 1,10,54636.13008,54637.71953,102.1551724,184.9137931,3.632399,6.536262,,
1210,Spectrogram 1,10,54639.23505,54640.307,104.7413793,200.4310345,8.882489,8.605392,,
1211,Spectrogram 1,10,54737.81772,54739.14842,86.63793103,228.8793103,4.046596,4.24083,,
1212,Spectrogram 1,10,54747.72404,54749.2026,99.56896552,223.7068966,11.383988,11.090834,,
1213,Spectrogram 1,10,54756.72475,54757.94455,89.22413793,254.7413793,3.601405,3.088957,,
1214,Spectrogram 1,10,54752.28908,54753.54585,115.0862069,218.5344828,6.454652,10.850906,,
1215,Spectrogram 1,10,54821.15279,54822.7792,76.29310345,267.6724138,-0.256543,1.940148,,
1216,Spectrogram 1,10,54833.84989,54835.40237,76.29310345,241.8103448,10.496635,10.818557,,
1217,Spectrogram 1,10,54842.83211,54844.2737,109.9137931,234.0517241,9.57023,9.32755,,
1218,Spectrogram 1,10,54857.08169,54858.3015,91.81034483,236.637931,6.661668,7.218765,,
1219,Spectrogram 1,10,54876.76495,54878.16958,89.22413793,226.2931034,3.903888,3.942859,,
1220,Spectrogram 1,10,54885.63629,54887.07788,99.56896552,228.8793103,4.223053,4.401321,,
1221,Spectrogram 1,10,54893.76834,54895.17297,84.05172414,226.2931034,2.345927,2.220058,,
1222,Spectrogram 1,10,54916.66747,54918.07209,81.46551724,195.2586207,3.224902,4.101415,,
1223,Spectrogram 1,10,54946.82999,54947.93891,104.7413793,218.5344828,4.591527,4.824056,,
1224,Spectrogram 1,10,54957.91916,54958.91718,91.81034483,213.362069,4.824317,4.471426,,
1225,Spectrogram 1,10,54975.2737,54976.56744,73.70689655,246.9827586,10.532076,10.616131,,
1226,Spectrogram 1,10,54993.31208,54994.67974,84.05172414,254.7413793,9.82947,9.845952,,
1227,Spectrogram 1,10,55016.46995,55017.91154,86.63793103,244.3965517,6.51274,6.880499,,
1228,Spectrogram 1,10,55035.89447,55037.07731,91.81034483,303.8793103,8.587917,8.524611,,
1229,Spectrogram 1,10,55046.15195,55047.40872,84.05172414,231.4655172,6.564263,6.562436,,
1230,Spectrogram 1,10,55080.95344,55082.35807,94.39655172,241.8103448,5.96711,6.109417,,
1231,Spectrogram 1,10,55086.90463,55088.01354,81.46551724,210.7758621,4.550191,4.536622,,
1232,Spectrogram 1,10,55104.00042,55105.51594,76.29310345,226.2931034,5.163545,4.135332,,
1233,Spectrogram 1,10,55106.95753,55108.28823,143.5344828,283.1896552,3.958185,6.467333,,
1234,Spectrogram 1,10,55125.8276,55127.38008,89.22413793,236.637931,6.095498,5.976775,,
1235,Spectrogram 1,10,55153.01453,55154.45612,76.29310345,257.3275862,7.678489,8.307305,,
1236,Spectrogram 1,10,55226.92381,55228.14362,84.05172414,187.5,9.590802,9.5853,,
1237,Spectrogram 1,10,55251.3015,55252.59523,89.22413793,231.4655172,3.619421,3.667236,,
1238,Spectrogram 1,10,55254.85003,55256.06984,104.7413793,259.9137931,7.509963,7.40499,,
1239,Spectrogram 1,10,55261.31871,55262.79726,120.2586207,270.2586207,6.479204,6.339796,,
1240,Spectrogram 1,10,55304.15985,55305.74929,58.18965517,187.5,5.510335,4.913732,,
1241,Spectrogram 1,10,55308.33677,55309.66747,76.29310345,197.8448276,4.10919,4.400644,,
1242,Spectrogram 1,10,55330.60751,55332.27088,71.12068966,283.1896552,8.673289,8.353055,,
1243,Spectrogram 1,10,55423.20203,55424.4588,78.87931034,210.7758621,8.136295,8.019301,,
1244,Spectrogram 1,10,55428.63572,55429.74464,84.05172414,203.0172414,1.842324,1.961559,,
1245,Spectrogram 1,10,55439.48462,55440.88925,63.36206897,213.362069,6.667668,6.816139,,
1246,Spectrogram 1,10,55476.54091,55477.5759,73.70689655,221.1206897,-0.504755,2.105678,,
1247,Spectrogram 1,10,55490.1621,55491.6037,65.94827586,179.7413793,1.255479,1.42214,,
1248,Spectrogram 1,10,55581.33352,55582.70119,68.53448276,226.2931034,6.415135,7.005888,,
1249,Spectrogram 1,10,55606.30262,55607.26369,81.46551724,179.7413793,-1.512859,3.484585,,
1250,Spectrogram 1,10,55607.4485,55608.81617,81.46551724,228.8793103,4.638154,6.877264,,
1251,Spectrogram 1,10,55621.25451,55622.25254,109.9137931,203.0172414,4.418844,7.56643,,
1252,Spectrogram 1,10,55622.17861,55623.10271,84.05172414,203.0172414,6.330886,8.554322,,
1253,Spectrogram 1,10,55624.02681,55625.09876,91.81034483,210.7758621,4.798458,5.704199,,
1254,Spectrogram 1,10,55643.26651,55644.41239,86.63793103,234.0517241,7.182294,6.377286,,
1255,Spectrogram 1,10,55648.81109,55649.99393,94.39655172,171.9827586,4.65311,4.916426,,
1256,Spectrogram 1,10,55666.27652,55667.31151,96.98275862,223.7068966,7.488371,7.585991,,
1257,Spectrogram 1,10,55660.33477,55661.35877,83.37366914,188.2312691,12.884747,12.786784,2.63E+01,
1258,Spectrogram 1,10,55695.5704,55696.79021,81.46551724,179.7413793,5.468061,5.396722,,
1259,Spectrogram 1,10,55753.64066,55754.97136,102.1551724,244.3965517,4.742056,5.016886,,
1260,Spectrogram 1,10,55789.79134,55790.93722,84.05172414,218.5344828,6.804367,6.993782,,
1261,Spectrogram 1,10,55831.07999,55832.33677,42.67241379,153.8793103,0.21888,6.59098,,
1262,Spectrogram 1,10,55853.60948,55855.125,55.60344828,223.7068966,7.920914,7.620207,,
1263,Spectrogram 1,10,55858.08211,55859.78245,104.7413793,303.8793103,5.501758,5.286834,,
1264,Spectrogram 1,10,55861.40886,55862.48081,81.46551724,190.0862069,11.021534,11.02713,,
1265,Spectrogram 1,10,55884.16013,55885.15815,53.01724138,223.7068966,8.137576,8.405672,,
1266,Spectrogram 1,10,55896.39517,55897.65195,78.87931034,187.5,5.909818,5.862578,,
1267,Spectrogram 1,10,55900.12853,55901.31137,89.22413793,164.2241379,4.785455,4.874744,,
1268,Spectrogram 1,10,55906.83747,55907.98335,91.81034483,179.7413793,6.278201,6.236615,,
1269,Spectrogram 1,10,55915.41309,55917.0395,65.94827586,174.5689655,1.782084,4.101815,,
1270,Spectrogram 1,10,55923.80389,55924.94977,45.25862069,166.8103448,1.966382,1.677198,,
1271,Spectrogram 1,10,55953.15322,55954.48392,96.98275862,246.9827586,4.015842,4.108655,,
1272,Spectrogram 1,10,56003.46106,56004.86569,55.60344828,153.8793103,6.230967,6.733132,,
1273,Spectrogram 1,10,56011.2974,56012.92381,68.53448276,174.5689655,5.233579,10.00316,,
1274,Spectrogram 1,10,56039.14969,56040.3695,58.18965517,171.9827586,3.962995,4.853929,,
1275,Spectrogram 1,10,56058.01975,56059.01778,47.84482759,148.7068966,4.322522,4.836113,,
1276,Spectrogram 1,10,56090.27074,56091.60144,65.94827586,203.0172414,6.246226,6.168637,,
1277,Spectrogram 1,10,56094.78033,56096.00014,63.36206897,195.2586207,6.180866,7.135384,,
1278,Spectrogram 1,10,56109.84312,56111.24774,58.18965517,244.3965517,3.173992,7.228281,,
1279,Spectrogram 1,10,56110.84114,56112.09791,96.98275862,236.637931,5.801149,8.074552,,
1280,Spectrogram 1,10,56120.82139,56122.4478,143.5344828,311.637931,5.866288,6.002983,,?
1281,Spectrogram 1,10,56146.30799,56147.67565,91.81034483,197.8448276,0.13035,4.356344,,
1282,Spectrogram 1,10,56147.91591,56149.24661,50.43103448,161.637931,3.223891,7.206808,,
1283,Spectrogram 1,10,56161.77737,56162.92325,78.87931034,208.1896552,4.576732,4.353218,,
1284,Spectrogram 1,10,56195.04486,56196.11682,84.05172414,195.2586207,2.282663,5.142748,,
1285,Spectrogram 1,10,56198.85214,56200.25677,78.87931034,244.3965517,7.371555,7.454333,,
1286,Spectrogram 1,10,56219.21924,56220.54994,81.46551724,215.9482759,4.551702,5.404879,,
1287,Spectrogram 1,10,56203.02906,56204.47065,68.53448276,213.362069,2.656434,1.569493,,
1288,Spectrogram 1,10,56276.07108,56277.32082,48.22048611,213.507909,6.798991,5.887343,1.46E+00,
1289,Spectrogram 1,10,56279.82153,56281.15223,84.05172414,184.9137931,7.216546,6.306022,,
1290,Spectrogram 1,10,56282.9265,56283.92452,81.46551724,161.637931,12.704413,12.062689,,
1291,Spectrogram 1,10,56285.80968,56286.84467,99.56896552,262.5,8.498973,9.680515,,
1292,Spectrogram 1,10,56288.58197,56289.80178,63.36206897,226.2931034,5.588112,5.609822,,
1293,Spectrogram 1,10,56311.33324,56312.44216,68.53448276,195.2586207,4.009766,5.023847,,
1294,Spectrogram 1,10,56324.21515,56325.43496,89.22413793,252.1551724,1.837281,1.978365,,
1295,Spectrogram 1,10,56338.74196,56339.88784,81.46551724,316.8103448,5.194639,5.127218,,
1296,Spectrogram 1,10,56327.91154,56329.53795,89.22413793,182.3275862,8.104912,8.361523,,
1297,Spectrogram 1,10,56353.0285,56354.3592,47.84482759,221.1206897,1.768661,1.790414,,
1298,Spectrogram 1,10,56371.12232,56372.56391,91.81034483,239.2241379,6.112702,11.127464,,
1299,Spectrogram 1,10,56381.65703,56383.02469,86.63793103,215.9482759,1.145357,0.201963,,
1300,Spectrogram 1,10,56443.2943,56444.29233,65.94827586,174.5689655,4.506188,4.07164,,
1301,Spectrogram 1,10,56447.65604,56448.87585,53.01724138,195.2586207,2.626001,2.59929,,
1302,Spectrogram 1,10,56450.68708,56451.61117,81.46551724,208.1896552,2.069476,2.226811,,
1303,Spectrogram 1,10,56454.30954,56455.75113,81.46551724,221.1206897,1.97288,10.253932,,
1304,Spectrogram 1,10,56490.1645,56491.82788,65.94827586,280.6034483,-6.960184,5.024809,,
1305,Spectrogram 1,10,56491.93877,56493.26947,96.98275862,267.6724138,9.431554,13.590725,,
1306,Spectrogram 1,10,56510.79035,56511.97319,63.36206897,270.2586207,10.058145,9.881998,,
1307,Spectrogram 1,10,56527.07294,56528.58846,78.87931034,241.8103448,5.982112,6.012631,,
1308,Spectrogram 1,10,56536.72051,56537.82943,89.22413793,213.362069,8.337276,8.142918,,
1309,Spectrogram 1,10,56544.57534,56545.61033,63.36206897,197.8448276,6.447332,6.207351,,
1310,Spectrogram 1,10,56548.49351,56549.5285,78.87931034,177.1551724,11.162922,10.463854,,
1311,Spectrogram 1,10,56574.27582,56575.56955,81.46551724,215.9482759,12.890493,13.145398,,
1312,Spectrogram 1,10,56581.70556,56583.03626,81.46551724,241.8103448,6.550846,6.91544,,
1313,Spectrogram 1,10,56643.86033,56644.96924,76.29310345,223.7068966,7.42235,7.739108,,
1314,Spectrogram 1,10,56678.51397,56680.10341,73.70689655,267.6724138,10.239437,9.88669,,
1315,Spectrogram 1,10,56693.28104,56694.50085,73.70689655,301.2931034,12.563633,12.225594,,
1316,Spectrogram 1,10,56702.30023,56703.48307,96.98275862,218.5344828,3.820558,4.913051,,
1317,Spectrogram 1,10,56708.17748,56709.61907,60.77586207,166.8103448,6.980682,6.600007,,
1318,Spectrogram 1,10,56716.21713,56717.73265,73.70689655,161.637931,6.595636,6.322656,,
1319,Spectrogram 1,10,56728.41521,56730.15251,107.3275862,234.0517241,16.208823,15.229204,,
1320,Spectrogram 1,10,56742.443,56744.32816,89.22413793,234.0517241,19.002105,17.646073,,
1321,Spectrogram 1,10,56736.60271,56738.08126,91.81034483,179.7413793,11.810313,12.715356,,
1322,Spectrogram 1,10,56753.23646,56754.49323,65.94827586,161.637931,2.631514,2.113053,,
1323,Spectrogram 1,10,56772.62401,56773.80686,86.63793103,236.637931,14.0422,15.642397,,
1324,Spectrogram 1,10,56775.47023,56777.02271,91.81034483,236.637931,15.066414,16.826528,,
1325,Spectrogram 1,10,56786.07887,56787.07689,86.63793103,197.8448276,14.960496,14.292774,,
1326,Spectrogram 1,10,56811.28823,56812.58197,65.94827586,272.8448276,5.981032,5.584075,,
1327,Spectrogram 1,10,56816.86978,56817.9787,125.4310345,213.362069,1.011209,0.964729,,
1328,Spectrogram 1,10,56820.6401,56821.9708,115.0862069,218.5344828,1.190125,0.767914,,
1329,Spectrogram 1,10,56825.14969,56826.51735,76.29310345,218.5344828,16.464801,16.199287,,
1330,Spectrogram 1,10,56839.14052,56840.80389,109.9137931,316.8103448,6.172857,6.171518,,
1331,Spectrogram 1,10,56846.05277,56847.08775,128.0172414,298.7068966,4.336268,4.237696,,
1332,Spectrogram 1,10,56851.81913,56853.37161,71.12068966,205.6034483,-2.012159,6.537771,,
1333,Spectrogram 1,10,56853.85214,56855.03499,94.39655172,350.4310345,3.692161,8.445675,,
1334,Spectrogram 1,10,56853.22376,56854.70231,146.1206897,378.8793103,4.50069,10.189237,,
1335,Spectrogram 1,10,56889.59622,56890.70514,76.29310345,236.637931,8.161172,8.435446,,
1336,Spectrogram 1,10,56900.057,56901.01806,68.53448276,197.8448276,6.223576,5.634897,,
1337,Spectrogram 1,10,56922.3647,56923.73236,91.81034483,234.0517241,5.290819,4.318043,,
1338,Spectrogram 1,10,56929.35087,56930.31194,84.05172414,208.1896552,2.131393,2.625695,,
1339,Spectrogram 1,10,56942.97207,56944.82026,78.87931034,195.2586207,16.164157,16.363903,,
1340,Spectrogram 1,10,56956.5755,56957.5995,97.65625,202.51385,6.866203,6.717175,3.37E+00,
1341,Spectrogram 1,10,56973.85539,56975.03823,94.39655172,213.362069,-2.3095,3.678501,,
1342,Spectrogram 1,10,56975.70358,56976.88643,84.05172414,244.3965517,7.595416,10.038347,,
1343,Spectrogram 1,10,56995.1281,56996.90237,86.63793103,244.3965517,13.762413,13.742986,,
1344,Spectrogram 1,10,57000.67269,57002.63177,81.46551724,259.9137931,8.243991,7.973982,,
1345,Spectrogram 1,10,57006.58691,57008.0285,120.2586207,288.362069,8.074655,8.638264,,
1346,Spectrogram 1,10,57012.03908,57013.07407,81.46551724,262.5,7.202376,7.20743,,
1347,Spectrogram 1,10,57029.78174,57030.81673,78.87931034,285.7758621,5.9141,6.234942,,
1348,Spectrogram 1,10,57048.61484,57050.01947,91.81034483,221.1206897,10.018403,10.041136,,
1349,Spectrogram 1,10,57051.01749,57052.20034,84.05172414,221.1206897,3.344357,6.289163,,
1350,Spectrogram 1,10,57056.50663,57057.57858,86.63793103,184.9137931,4.308166,7.54217,,
1351,Spectrogram 1,10,57057.57858,57058.76143,94.39655172,244.3965517,0.432348,4.840476,,
1352,Spectrogram 1,10,57063.71459,57064.97136,99.56896552,236.637931,1.560204,1.188929,,
1353,Spectrogram 1,10,57067.89151,57068.96346,76.29310345,197.8448276,5.455521,6.421423,,
1354,Spectrogram 1,10,57099.66196,57100.62302,86.63793103,231.4655172,3.791759,4.135708,,
1355,Spectrogram 1,10,57104.68905,57105.61315,86.63793103,218.5344828,8.638509,7.239373,,
1356,Spectrogram 1,10,57130.97037,57131.93143,65.94827586,184.9137931,2.351054,1.928176,,
1357,Spectrogram 1,10,57143.35327,57144.3513,76.29310345,187.5,0.913083,4.949909,,
1358,Spectrogram 1,10,57144.79486,57146.01467,89.22413793,218.5344828,2.509477,5.702841,,
1359,Spectrogram 1,10,57164.29331,57165.66098,86.63793103,187.5,8.637638,9.274373,,
1360,Spectrogram 1,10,57178.21021,57179.46699,68.53448276,241.8103448,3.854895,3.958902,,
1361,Spectrogram 1,10,57196.61823,57198.17071,76.29310345,177.1551724,-0.84316,5.875669,,
1362,Spectrogram 1,10,57194.88093,57196.02681,86.63793103,174.5689655,3.43452,9.935542,,
1363,Spectrogram 1,10,57235.9478,57237.09368,86.63793103,218.5344828,6.008661,6.56022,,
1364,Spectrogram 1,10,57245.37359,57246.66733,68.53448276,218.5344828,5.410005,7.960072,,
1365,Spectrogram 1,10,57247.07393,57248.44159,89.22413793,205.6034483,-1.78146,4.478802,,
1366,Spectrogram 1,10,57268.23575,57269.3077,78.87931034,208.1896552,2.022118,1.571965,,
1367,Spectrogram 1,10,57277.07012,57278.216,102.1551724,226.2931034,9.762705,10.074493,,
1368,Spectrogram 1,10,57303.27751,57304.79303,81.46551724,226.2931034,7.348455,7.814591,,
1369,Spectrogram 1,10,57318.35878,57319.65251,86.63793103,252.1551724,4.896023,6.070767,,
1370,Spectrogram 1,10,57322.20302,57323.23801,71.12068966,210.7758621,3.972411,3.64122,,
1371,Spectrogram 1,10,57354.3616,57356.02497,96.98275862,195.2586207,5.259021,5.517354,,
1372,Spectrogram 1,10,57366.00522,57367.37288,89.22413793,174.5689655,5.531447,5.482258,,
