Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz)
766,Spectrogram 1,10,44656.35594,44657.76057,135.786802,275.3807107
767,Spectrogram 1,10,44658.53681,44659.60876,79.94923858,173.857868
768,Spectrogram 1,10,44641.97699,44643.12287,64.72081218,173.857868
769,Spectrogram 1,10,44662.73221,44663.84113,82.48730964,189.0862944
770,Spectrogram 1,10,44664.61737,44665.43057,74.87309645,138.3248731
771,Spectrogram 1,10,44707.80966,44708.80769,100.2538071,173.857868
772,Spectrogram 1,10,44730.19129,44731.52199,125.6345178,315.9898477
773,Spectrogram 1,10,44717.14304,44718.215,57.10659898,161.1675127
774,Spectrogram 1,10,44752.20329,44753.01649,74.87309645,166.2436548
775,Spectrogram 1,10,44753.34917,44754.60594,82.48730964,277.9187817
776,Spectrogram 1,10,44758.11751,44759.30035,90.10152284,232.2335025
777,Spectrogram 1,10,44798.88867,44800.03455,67.25888325,247.4619289
778,Spectrogram 1,10,44790.75662,44791.75464,57.10659898,173.857868
779,Spectrogram 1,10,44854.59324,44855.81305,82.48730964,214.4670051
780,Spectrogram 1,10,44846.31333,44847.64403,62.18274112,166.2436548
781,Spectrogram 1,10,44881.18876,44883.07391,46.95431472,288.071066
782,Spectrogram 1,10,44897.32349,44898.58026,95.17766497,181.4720812
783,Spectrogram 1,10,44889.67197,44891.29838,79.94923858,290.6091371
784,Spectrogram 1,10,44917.56122,44919.03977,59.64467005,234.7715736
785,Spectrogram 1,10,45011.19073,45012.78018,79.94923858,308.3756345
786,Spectrogram 1,10,45037.26875,45038.7473,79.94923858,209.3908629
787,Spectrogram 1,10,45024.99674,45025.99477,79.94923858,209.3908629
788,Spectrogram 1,10,45061.42465,45062.4966,74.87309645,227.1573604
789,Spectrogram 1,10,45095.37597,45096.59578,79.94923858,227.1573604
790,Spectrogram 1,10,45106.89022,45108.25789,79.94923858,199.2385787
791,Spectrogram 1,10,45124.22628,45125.63091,79.94923858,191.6243655
792,Spectrogram 1,10,45128.23686,45129.41971,107.8680203,178.9340102
793,Spectrogram 1,10,45139.10425,45140.25013,82.48730964,186.5482234
794,Spectrogram 1,10,45154.01917,45155.57166,79.94923858,186.5482234
795,Spectrogram 1,10,45157.53074,45158.93537,72.33502538,176.3959391
796,Spectrogram 1,10,45168.61991,45169.80275,85.02538071,217.0050761
797,Spectrogram 1,10,45174.8668,45176.16054,100.2538071,189.0862944
798,Spectrogram 1,10,45178.249,45179.43184,87.56345178,173.857868
799,Spectrogram 1,10,45190.55797,45191.48207,97.71573604,168.7817259
800,Spectrogram 1,10,45189.96655,45190.66886,110.4060914,184.0101523
801,Spectrogram 1,10,45216.56206,45217.78187,67.25888325,168.7817259
802,Spectrogram 1,10,45219.77792,45221.14558,67.25888325,178.9340102
803,Spectrogram 1,10,45222.80896,45223.9918,69.79695431,163.7055838
804,Spectrogram 1,10,45228.59381,45229.77665,69.79695431,148.4771574
805,Spectrogram 1,10,45238.50013,45239.71993,54.56852792,173.857868
806,Spectrogram 1,10,45235.7648,45237.24335,82.48730964,285.5329949
807,Spectrogram 1,10,45260.65997,45261.80585,74.87309645,211.928934
808,Spectrogram 1,10,45285.18551,45286.29443,87.56345178,224.6192893
809,Spectrogram 1,10,45295.64629,45297.2727,110.4060914,257.6142132
810,Spectrogram 1,10,45303.83379,45305.0536,92.63959391,168.7817259
811,Spectrogram 1,10,45311.04175,45312.33548,67.25888325,209.3908629
812,Spectrogram 1,10,45315.77312,45316.95597,52.03045685,186.5482234
813,Spectrogram 1,10,45357.20964,45358.35552,82.48730964,214.4670051
814,Spectrogram 1,10,45360.97995,45361.90405,74.87309645,186.5482234
815,Spectrogram 1,10,45390.6065,45391.97417,72.33502538,247.4619289
816,Spectrogram 1,10,45409.9571,45410.69637,95.17766497,181.4720812
817,Spectrogram 1,10,45414.28187,45415.169,105.3299492,227.1573604
818,Spectrogram 1,10,45423.68918,45425.09381,112.9441624,328.680203
819,Spectrogram 1,10,45452.79824,45453.87019,79.94923858,211.928934
820,Spectrogram 1,10,45469.65377,45470.91054,100.2538071,252.5380711
821,Spectrogram 1,10,45478.17394,45479.46768,54.56852792,328.680203
822,Spectrogram 1,10,45481.7964,45482.90532,90.10152284,186.5482234
823,Spectrogram 1,10,45496.15687,45497.22882,100.2538071,204.3147208
824,Spectrogram 1,10,45506.61765,45507.50478,95.17766497,184.0101523
825,Spectrogram 1,10,45516.78272,45517.89163,85.02538071,196.7005076
826,Spectrogram 1,10,45527.07716,45528.14911,97.71573604,206.8527919
827,Spectrogram 1,10,45535.46796,45536.68777,72.33502538,209.3908629
828,Spectrogram 1,10,45537.53794,45538.97953,82.48730964,184.0101523
829,Spectrogram 1,10,45552.60072,45553.96838,72.33502538,232.2335025
830,Spectrogram 1,10,45563.81926,45564.96514,68.52791878,228.4263959
831,Spectrogram 1,10,45579.56587,45580.453,54.56852792,209.3908629
832,Spectrogram 1,10,45591.6161,45592.68805,85.02538071,204.3147208
833,Spectrogram 1,10,45593.87089,45594.90588,57.10659898,194.1624365
834,Spectrogram 1,10,45605.97657,45607.04852,79.94923858,204.3147208
835,Spectrogram 1,10,45618.24857,45619.39445,77.41116751,186.5482234
836,Spectrogram 1,10,45639.92789,45640.85199,97.71573604,232.2335025
837,Spectrogram 1,10,45644.9365,45646.30416,90.10152284,211.928934
838,Spectrogram 1,10,45658.35439,45659.31545,100.2538071,234.7715736
839,Spectrogram 1,10,45673.4911,45674.93269,54.56852792,305.8375635
840,Spectrogram 1,10,45678.25944,45679.25746,62.18274112,161.1675127
841,Spectrogram 1,10,45705.18763,45706.22262,95.17766497,206.8527919
842,Spectrogram 1,10,45712.24773,45713.5045,82.48730964,173.857868
843,Spectrogram 1,10,45726.16463,45727.60622,64.72081218,244.9238579
844,Spectrogram 1,10,45743.51917,45744.55416,49.49238579,168.7817259
845,Spectrogram 1,10,45792.49632,45793.34649,74.87309645,191.6243655
846,Spectrogram 1,10,45798.78018,45800.22177,72.33502538,178.9340102
847,Spectrogram 1,10,45801.40461,45802.36567,82.48730964,194.1624365
848,Spectrogram 1,10,45800.62837,45801.58943,79.94923858,191.6243655
849,Spectrogram 1,10,45809.01917,45810.20202,115.4822335,247.4619289
850,Spectrogram 1,10,45825.37569,45826.48461,64.72081218,194.1624365
851,Spectrogram 1,10,45866.55346,45867.77326,79.94923858,171.319797
852,Spectrogram 1,10,45876.42281,45877.53173,102.7918782,184.0101523
853,Spectrogram 1,10,45913.59,45914.55106,62.18274112,196.7005076
854,Spectrogram 1,10,45921.99928,45923.14516,92.63959391,237.3096447
855,Spectrogram 1,10,45923.66265,45924.8455,57.10659898,166.2436548
856,Spectrogram 1,10,45938.18946,45939.40927,100.2538071,176.3959391
857,Spectrogram 1,10,45945.78554,45946.85749,107.8680203,191.6243655
858,Spectrogram 1,10,45949.8146,45950.99745,59.64467005,184.0101523
859,Spectrogram 1,10,45953.21528,45954.43509,59.64467005,232.2335025
860,Spectrogram 1,10,45965.28399,45966.35594,77.41116751,201.7766497
861,Spectrogram 1,10,45993.28413,45994.9475,72.33502538,186.5482234
862,Spectrogram 1,10,45996.2782,45997.35015,67.25888325,232.2335025
863,Spectrogram 1,10,45997.09141,45997.83069,120.5583756,222.0812183
864,Spectrogram 1,10,45998.16336,45999.4571,87.56345178,277.9187817
865,Spectrogram 1,10,46009.06771,46010.58322,74.87309645,171.319797
866,Spectrogram 1,10,46010.84197,46012.17267,52.03045685,148.4771574
867,Spectrogram 1,10,46013.7806,46015.00041,69.79695431,163.7055838
868,Spectrogram 1,10,46020.86754,46022.00712,70.18518519,238.7037037
869,Spectrogram 1,10,46028.30741,46029.34239,64.72081218,181.4720812
870,Spectrogram 1,10,46044.55303,46045.69891,85.02538071,222.0812183
871,Spectrogram 1,10,46049.98672,46050.61511,87.56345178,222.0812183
872,Spectrogram 1,10,46061.61186,46062.75774,105.3299492,229.6954315
873,Spectrogram 1,10,46072.36835,46073.66209,85.02538071,232.2335025
874,Spectrogram 1,10,46087.02453,46088.05952,82.48730964,189.0862944
875,Spectrogram 1,10,46110.42267,46111.64248,74.87309645,224.6192893
876,Spectrogram 1,10,46118.24053,46119.31249,64.72081218,186.5482234
877,Spectrogram 1,10,46135.63204,46136.74096,79.94923858,244.9238579
878,Spectrogram 1,10,46145.64925,46146.64728,87.56345178,184.0101523
879,Spectrogram 1,10,46146.97995,46148.1628,107.8680203,214.4670051
880,Spectrogram 1,10,46161.48828,46162.70808,110.4060914,217.0050761
881,Spectrogram 1,10,46168.06785,46169.36158,87.56345178,209.3908629
882,Spectrogram 1,10,46176.56954,46177.64149,59.64467005,214.4670051
883,Spectrogram 1,10,46177.49364,46178.49166,100.2538071,196.7005076
884,Spectrogram 1,10,46220.81531,46222.10904,97.71573604,341.3705584
885,Spectrogram 1,10,46233.05035,46234.19623,57.10659898,219.5431472
886,Spectrogram 1,10,46266.39177,46267.68551,79.94923858,209.3908629
887,Spectrogram 1,10,46300.45399,46301.48898,72.33502538,171.319797
888,Spectrogram 1,10,46312.19002,46313.59465,79.94923858,209.3908629
889,Spectrogram 1,10,46318.36299,46319.80458,77.41116751,232.2335025
890,Spectrogram 1,10,46338.85947,46340.04231,92.63959391,173.857868
891,Spectrogram 1,10,46359.3929,46360.53878,90.10152284,173.857868
892,Spectrogram 1,10,46382.99434,46384.25111,85.02538071,234.7715736
893,Spectrogram 1,10,46441.13853,46442.17352,82.48730964,181.4720812
894,Spectrogram 1,10,46445.27848,46446.57222,77.41116751,282.9949239
895,Spectrogram 1,10,46463.85284,46464.96175,72.33502538,168.7817259
896,Spectrogram 1,10,46469.32349,46470.76508,72.33502538,257.6142132
897,Spectrogram 1,10,46485.08859,46486.08661,100.2538071,219.5431472
898,Spectrogram 1,10,46500.26226,46501.40814,79.94923858,211.928934
899,Spectrogram 1,10,46510.72304,46512.05374,69.79695431,201.7766497
900,Spectrogram 1,10,46514.7521,46516.45244,57.10659898,285.5329949
901,Spectrogram 1,10,46517.931,46519.44651,59.64467005,176.3959391
902,Spectrogram 1,10,46520.55543,46521.73828,79.94923858,217.0050761
903,Spectrogram 1,10,46528.48418,46529.66703,67.25888325,288.071066
904,Spectrogram 1,10,46533.40038,46534.73108,69.79695431,191.6243655
905,Spectrogram 1,10,46536.83802,46538.31658,67.25888325,244.9238579
906,Spectrogram 1,10,46549.99716,46551.40179,67.25888325,194.1624365
907,Spectrogram 1,10,46552.51071,46553.5457,85.02538071,234.7715736
908,Spectrogram 1,10,46558.1477,46559.33054,79.94923858,224.6192893
909,Spectrogram 1,10,46560.55035,46561.51141,87.56345178,267.7664975
910,Spectrogram 1,10,46561.54838,46562.69426,87.56345178,239.8477157
911,Spectrogram 1,10,46573.74646,46574.85537,59.64467005,184.0101523
912,Spectrogram 1,10,46590.91618,46591.76635,90.10152284,242.3857868
913,Spectrogram 1,10,46586.85015,46588.033,82.48730964,181.4720812
914,Spectrogram 1,10,46600.24956,46601.46937,107.8680203,222.0812183
915,Spectrogram 1,10,46604.87005,46605.79414,69.79695431,199.2385787
916,Spectrogram 1,10,46612.74335,46614.00013,82.48730964,178.9340102
917,Spectrogram 1,10,46629.06291,46630.46754,74.87309645,186.5482234
918,Spectrogram 1,10,46631.05896,46631.90913,112.9441624,242.3857868
919,Spectrogram 1,10,46644.6247,46645.65969,64.72081218,176.3959391
920,Spectrogram 1,10,46653.44059,46654.62343,95.17766497,265.2284264
921,Spectrogram 1,10,46688.05727,46688.98136,87.56345178,178.9340102
922,Spectrogram 1,10,46691.67973,46692.49293,97.71573604,206.8527919
923,Spectrogram 1,10,46699.55303,46700.32927,107.8680203,232.2335025
924,Spectrogram 1,10,46701.45667,46702.60255,69.79695431,181.4720812
925,Spectrogram 1,10,46704.37682,46705.78145,85.02538071,158.6294416
926,Spectrogram 1,10,46720.19736,46721.78681,72.33502538,308.3756345
927,Spectrogram 1,10,46763.92563,46765.25633,87.56345178,173.857868
928,Spectrogram 1,10,46772.90786,46773.97981,82.48730964,209.3908629
929,Spectrogram 1,10,46809.16943,46809.83478,85.02538071,199.2385787
930,Spectrogram 1,10,46810.79584,46812.20046,92.63959391,293.1472081
931,Spectrogram 1,10,46839.83097,46840.60721,64.72081218,173.857868
932,Spectrogram 1,10,46868.75521,46870.38162,90.10152284,354.0609137
933,Spectrogram 1,10,46893.16985,46894.35269,85.02538071,217.0050761
934,Spectrogram 1,10,46877.20145,46878.34733,90.10152284,176.3959391
936,Spectrogram 1,10,46922.26043,46923.70202,102.7918782,318.5279188
937,Spectrogram 1,10,46927.98983,46929.13571,92.63959391,250
938,Spectrogram 1,10,46929.83802,46930.9839,85.02538071,211.928934
939,Spectrogram 1,10,46993.04626,46994.26607,85.02538071,204.3147208
940,Spectrogram 1,10,47001.82518,47003.48856,69.79695431,305.8375635
941,Spectrogram 1,10,47035.18509,47036.18311,82.48730964,181.4720812
942,Spectrogram 1,10,47036.70061,47037.77256,69.79695431,219.5431472
943,Spectrogram 1,10,47046.44059,47047.69736,79.94923858,351.5228426
944,Spectrogram 1,10,47064.18325,47065.80966,97.71573604,321.0659898
945,Spectrogram 1,10,47086.19524,47087.71076,54.56852792,237.3096447
946,Spectrogram 1,10,47111.23828,47112.79076,115.4822335,328.680203
947,Spectrogram 1,10,47128.8146,47130.40405,97.71573604,290.6091371
948,Spectrogram 1,10,47143.61864,47144.61666,74.87309645,227.1573604
949,Spectrogram 1,10,47147.61074,47148.68269,69.79695431,199.2385787
950,Spectrogram 1,10,47163.46824,47164.61412,59.64467005,237.3096447
951,Spectrogram 1,10,47187.69807,47189.47233,74.87309645,219.5431472
952,Spectrogram 1,10,47211.85396,47213.44341,85.02538071,204.3147208
953,Spectrogram 1,10,47229.98475,47231.72205,79.94923858,214.4670051
954,Spectrogram 1,10,47233.42239,47234.71613,85.02538071,178.9340102
955,Spectrogram 1,10,47240.51945,47241.66534,77.41116751,214.4670051
956,Spectrogram 1,10,47279.44242,47280.77312,128.1725888,275.3807107
957,Spectrogram 1,10,47286.09592,47287.42662,115.4822335,270.3045685
958,Spectrogram 1,10,47287.02002,47288.20286,67.25888325,234.7715736
959,Spectrogram 1,10,47290.43918,47291.51113,74.87309645,161.1675127
960,Spectrogram 1,10,47293.65504,47294.91181,77.41116751,181.4720812
961,Spectrogram 1,10,47347.57125,47349.21436,99.07407407,272.4074074
962,Spectrogram 1,10,47342.96486,47343.96288,64.72081218,252.5380711
963,Spectrogram 1,10,47368.15574,47369.41251,90.10152284,214.4670051
964,Spectrogram 1,10,47374.9571,47376.02905,110.4060914,219.5431472
965,Spectrogram 1,10,47398.55853,47399.85227,90.10152284,270.3045685
966,Spectrogram 1,10,47406.83844,47408.28004,128.1725888,260.1522843
967,Spectrogram 1,10,47443.10001,47444.31982,118.0203046,285.5329949
969,Spectrogram 1,10,47480.30416,47481.5979,112.9441624,255.0761421
970,Spectrogram 1,10,47484.00055,47485.0725,85.02538071,222.0812183
971,Spectrogram 1,10,47472.98531,47474.38994,87.56345178,242.3857868
972,Spectrogram 1,10,47524.9935,47526.13938,82.48730964,222.0812183
973,Spectrogram 1,10,47539.35396,47540.38895,67.25888325,298.2233503
974,Spectrogram 1,10,47541.71965,47542.97642,100.2538071,255.0761421
975,Spectrogram 1,10,47563.4729,47565.06234,95.17766497,255.0761421
976,Spectrogram 1,10,47570.9396,47572.08548,77.41116751,206.8527919
977,Spectrogram 1,10,47602.11864,47603.19059,118.0203046,293.1472081
978,Spectrogram 1,10,47608.32857,47609.51141,87.56345178,293.1472081
979,Spectrogram 1,10,47634.86864,47636.01452,64.72081218,313.4517766
980,Spectrogram 1,10,47654.3486,47655.49448,69.79695431,280.4568528
981,Spectrogram 1,10,47664.08859,47665.56714,79.94923858,232.2335025
982,Spectrogram 1,10,47716.54034,47717.46443,82.48730964,222.0812183
983,Spectrogram 1,10,47729.21895,47730.43876,77.41116751,194.1624365
984,Spectrogram 1,10,47748.23686,47749.30882,97.71573604,282.9949239
985,Spectrogram 1,10,47780.30303,47781.33802,72.33502538,178.9340102
986,Spectrogram 1,10,47829.16929,47830.24124,74.87309645,168.7817259
987,Spectrogram 1,10,47845.5258,47846.74561,64.72081218,252.5380711
988,Spectrogram 1,10,47870.42098,47871.82561,64.72081218,214.4670051
989,Spectrogram 1,10,47895.94454,47897.12738,92.63959391,204.3147208
990,Spectrogram 1,10,47970.55614,47971.84987,77.41116751,184.0101523
991,Spectrogram 1,10,48068.17775,48069.54541,62.18274112,229.6954315
992,Spectrogram 1,10,48077.0306,48078.62005,118.0203046,323.6040609
993,Spectrogram 1,10,48079.06361,48080.57913,64.72081218,199.2385787
994,Spectrogram 1,10,48089.67225,48090.96598,85.02538071,280.4568528
995,Spectrogram 1,10,48116.19383,48117.37668,59.64467005,171.319797
996,Spectrogram 1,10,48120.18593,48121.33181,87.56345178,194.1624365
997,Spectrogram 1,10,48134.17676,48135.32264,95.17766497,199.2385787
998,Spectrogram 1,10,48135.95103,48136.91209,90.10152284,196.7005076
999,Spectrogram 1,10,48136.83816,48137.91012,74.87309645,181.4720812
1000,Spectrogram 1,10,48210.52566,48211.85636,72.33502538,222.0812183
1001,Spectrogram 1,10,48265.49,48266.514,97.65625,202.51385
1002,Spectrogram 1,10,48281.62569,48282.91943,67.25888325,224.6192893
1003,Spectrogram 1,10,48283.17817,48284.02834,57.10659898,247.4619289
1004,Spectrogram 1,10,48284.626,48285.65,89.84375,193.47255
1005,Spectrogram 1,10,48308.3321,48309.62583,67.25888325,222.0812183
1006,Spectrogram 1,10,48304.00732,48305.1532,105.3299492,250
1007,Spectrogram 1,10,48331.453,48332.52496,97.71573604,224.6192893
1008,Spectrogram 1,10,48335.81474,48336.92366,90.10152284,201.7766497
1009,Spectrogram 1,10,48442.3245,48443.49053,97.65625,232.2335025
1010,Spectrogram 1,10,48462.805,48463.829,97.65625,202.51385
1011,Spectrogram 1,10,48525.58732,48527.28765,41.87817259,219.5431472
1012,Spectrogram 1,10,48531.05797,48532.64742,72.33502538,272.8426396
1013,Spectrogram 1,10,48558.3558,48559.79739,85.02538071,201.7766497
1014,Spectrogram 1,10,48568.72417,48570.46147,64.72081218,265.2284264
1015,Spectrogram 1,10,48574.34268,48575.78427,64.72081218,224.6192893
1016,Spectrogram 1,10,48579.40673,48580.58957,46.95431472,189.0862944
1017,Spectrogram 1,10,48595.13486,48596.98306,74.87309645,199.2385787
1018,Spectrogram 1,10,48598.35072,48599.57053,107.8680203,217.0050761
1019,Spectrogram 1,10,48616.00097,48617.25774,97.71573604,239.8477157
1020,Spectrogram 1,10,48617.59042,48618.66237,105.3299492,222.0812183
1021,Spectrogram 1,10,48620.14093,48621.36074,62.18274112,214.4670051
1022,Spectrogram 1,10,48669.78342,48671.29894,72.33502538,219.5431472
1023,Spectrogram 1,10,48674.73658,48675.51282,69.79695431,176.3959391
1024,Spectrogram 1,10,48687.23037,48688.85679,92.63959391,217.0050761
1025,Spectrogram 1,10,48732.10453,48733.54612,77.41116751,204.3147208
1026,Spectrogram 1,10,48782.4863,48783.85396,54.56852792,214.4670051
1027,Spectrogram 1,10,48789.01043,48790.52594,67.25888325,227.1573604
1028,Spectrogram 1,10,48792.11539,48793.37216,72.33502538,184.0101523
1029,Spectrogram 1,10,48809.15574,48810.41251,90.10152284,232.2335025
1030,Spectrogram 1,10,48838.8747,48840.27933,64.72081218,184.0101523
1031,Spectrogram 1,10,48846.19355,48847.3764,85.02538071,176.3959391
1032,Spectrogram 1,10,48871.9389,48873.34352,90.10152284,204.3147208
1033,Spectrogram 1,10,48894.28356,48895.20766,62.18274112,184.0101523
1034,Spectrogram 1,10,48915.85199,48917.03483,135.786802,260.1522843
1035,Spectrogram 1,10,48995.82335,48997.08012,74.87309645,277.9187817
1036,Spectrogram 1,10,49010.25774,49011.40363,64.72081218,232.2335025
1037,Spectrogram 1,10,49035.33774,49036.37273,100.2538071,199.2385787
1038,Spectrogram 1,10,49049.38401,49050.52989,57.10659898,204.3147208
1039,Spectrogram 1,10,49051.38006,49052.41505,125.6345178,255.0761421
1040,Spectrogram 1,10,49056.03751,49057.22036,62.18274112,181.4720812
1041,Spectrogram 1,10,49058.6065,49059.75238,54.56852792,184.0101523
1042,Spectrogram 1,10,49064.74251,49065.92535,82.48730964,189.0862944
1043,Spectrogram 1,10,49069.03032,49070.1762,97.71573604,176.3959391
1044,Spectrogram 1,10,49070.9894,49071.95046,82.48730964,173.857868
1045,Spectrogram 1,10,49068.19863,49069.12273,102.7918782,209.3908629
1046,Spectrogram 1,10,49101.98362,49103.05557,97.71573604,166.2436548
1047,Spectrogram 1,10,49131.49928,49132.34945,64.72081218,194.1624365
1048,Spectrogram 1,10,49200.23362,49201.49039,107.8680203,244.9238579
1049,Spectrogram 1,10,49205.50097,49206.86864,62.18274112,189.0862944
1050,Spectrogram 1,10,49218.4753,49219.87992,135.786802,237.3096447
1051,Spectrogram 1,10,49232.65094,49233.79682,69.79695431,189.0862944
1052,Spectrogram 1,10,49237.45625,49238.5282,52.03045685,234.7715736
1053,Spectrogram 1,10,49249.50648,49250.68932,64.72081218,201.7766497
1054,Spectrogram 1,10,49220.56376,49221.78356,166.2436548,288.071066
1055,Spectrogram 1,10,49326.66858,49327.48179,67.25888325,201.7766497
1056,Spectrogram 1,10,49372.79951,49373.90842,69.79695431,232.2335025
1057,Spectrogram 1,10,49446.65334,49447.79922,62.18274112,224.6192893
1058,Spectrogram 1,10,49561.68495,49563.27439,72.33502538,262.6903553
1059,Spectrogram 1,10,49581.18339,49582.25535,77.41116751,178.9340102
1060,Spectrogram 1,10,49597.68777,49598.72276,72.33502538,181.4720812
1061,Spectrogram 1,10,49618.12879,49619.3486,82.48730964,338.8324873
1062,Spectrogram 1,10,49623.72882,49624.72685,100.2538071,196.7005076
1063,Spectrogram 1,10,49689.74632,49690.85523,87.56345178,267.7664975
1064,Spectrogram 1,10,49731.18283,49732.10693,97.71573604,257.6142132
1065,Spectrogram 1,10,49748.53737,49749.83111,62.18274112,237.3096447
1066,Spectrogram 1,10,49770.43847,49771.65828,102.7918782,250
1067,Spectrogram 1,10,49811.70865,49812.89149,79.94923858,194.1624365
1068,Spectrogram 1,10,49849.44877,49850.8534,67.25888325,234.7715736
1069,Spectrogram 1,10,49867.20992,49868.7624,85.02538071,250
1070,Spectrogram 1,10,49876.26607,49877.48588,85.02538071,224.6192893
1071,Spectrogram 1,10,49891.08859,49892.45625,82.48730964,201.7766497
1072,Spectrogram 1,10,49984.05275,49985.56827,95.17766497,209.3908629
1073,Spectrogram 1,10,50073.46838,50075.05783,95.17766497,242.3857868
1074,Spectrogram 1,10,50164.28864,50165.69327,64.72081218,244.9238579
1075,Spectrogram 1,10,50172.34677,50173.56658,102.7918782,224.6192893
1076,Spectrogram 1,10,50173.30783,50174.41675,97.71573604,168.7817259
1077,Spectrogram 1,10,50184.8036,50185.94948,90.10152284,184.0101523
1078,Spectrogram 1,10,50197.61158,50199.20103,112.9441624,255.0761421
1079,Spectrogram 1,10,50406.6793,50407.75126,62.18274112,270.3045685
1080,Spectrogram 1,10,50569.26494,50570.33689,87.56345178,199.2385787
1081,Spectrogram 1,10,50697.99166,50699.02665,77.41116751,201.7766497
1082,Spectrogram 1,10,50758.48306,50759.96161,92.63959391,229.6954315
1083,Spectrogram 1,10,50846.21683,50847.4736,72.33502538,214.4670051
1085,Spectrogram 1,10,50883.32857,50884.6223,59.64467005,237.3096447
1086,Spectrogram 1,10,50905.37752,50906.52341,82.48730964,206.8527919
1087,Spectrogram 1,10,50953.54146,50954.76127,72.33502538,219.5431472
1088,Spectrogram 1,10,50955.02002,50956.49857,123.0964467,285.5329949
1089,Spectrogram 1,10,50981.43071,50982.50267,62.18274112,247.4619289
1090,Spectrogram 1,10,51009.02425,51009.98531,74.87309645,176.3959391
1091,Spectrogram 1,10,51078.9784,51080.19821,87.56345178,252.5380711
1092,Spectrogram 1,10,51076.317,51077.49984,123.0964467,211.928934
1093,Spectrogram 1,10,51166.30557,51167.26663,110.4060914,229.6954315
1094,Spectrogram 1,10,51172.49702,51173.75379,82.48730964,176.3959391
1095,Spectrogram 1,10,51236.74025,51238.10791,74.87309645,206.8527919
1096,Spectrogram 1,10,51251.84,51253.46641,87.56345178,227.1573604
1097,Spectrogram 1,10,51247.66308,51248.91985,69.79695431,189.0862944
1098,Spectrogram 1,10,51361.77058,51363.36003,82.48730964,247.4619289
1099,Spectrogram 1,10,51363.24914,51364.32109,97.71573604,239.8477157
1100,Spectrogram 1,10,51427.69567,51428.73066,95.17766497,181.4720812
1101,Spectrogram 1,10,51453.81065,51454.84564,107.8680203,217.0050761
1102,Spectrogram 1,10,51461.86878,51463.23644,74.87309645,214.4670051
1103,Spectrogram 1,10,51474.01141,51475.37908,97.71573604,232.2335025
1104,Spectrogram 1,10,51495.02538,51495.76466,105.3299492,191.6243655
1105,Spectrogram 1,10,51525.79781,51527.05458,77.41116751,288.071066
1106,Spectrogram 1,10,51676.31474,51677.53455,90.10152284,209.3908629
1107,Spectrogram 1,10,51677.20188,51678.23686,110.4060914,224.6192893
1108,Spectrogram 1,10,51735.54936,51736.95399,118.0203046,232.2335025
1109,Spectrogram 1,10,51755.39897,51756.50789,107.8680203,242.3857868
1110,Spectrogram 1,10,51775.93241,51777.15221,97.71573604,199.2385787
1111,Spectrogram 1,10,51757.89403,51759.2617,67.25888325,153.5532995
1112,Spectrogram 1,10,51797.24208,51798.8685,135.786802,285.5329949
1113,Spectrogram 1,10,51822.5069,51823.87456,90.10152284,194.1624365
1114,Spectrogram 1,10,51839.78751,51840.97036,72.33502538,201.7766497
1115,Spectrogram 1,10,51871.00351,51872.14939,64.72081218,201.7766497
1116,Spectrogram 1,10,51875.66096,51877.3613,82.48730964,173.857868
1117,Spectrogram 1,10,51891.42606,51892.75676,72.33502538,272.8426396
1118,Spectrogram 1,10,51883.40489,51884.77256,133.248731,267.7664975
1119,Spectrogram 1,10,51973.80007,51975.01988,92.63959391,168.7817259
1120,Spectrogram 1,10,51985.20343,51986.53413,120.5583756,191.6243655
1121,Spectrogram 1,10,52012.20554,52013.53624,110.4060914,229.6954315
1122,Spectrogram 1,10,52032.88684,52034.06968,95.17766497,361.6751269
1123,Spectrogram 1,10,52051.05458,52052.20046,95.17766497,194.1624365
1124,Spectrogram 1,10,52071.42168,52072.64149,105.3299492,265.2284264
1125,Spectrogram 1,10,52075.48771,52076.5227,118.0203046,270.3045685
1126,Spectrogram 1,10,52109.90109,52110.93607,67.25888325,201.7766497
1127,Spectrogram 1,10,52110.89911,52112.15588,118.0203046,209.3908629
1128,Spectrogram 1,10,52200.75831,52202.12597,95.17766497,184.0101523
1129,Spectrogram 1,10,52244.43114,52245.83576,95.17766497,237.3096447
1130,Spectrogram 1,10,52283.48348,52284.66632,97.71573604,227.1573604
1131,Spectrogram 1,10,52288.54753,52290.13698,102.7918782,262.6903553
1132,Spectrogram 1,10,52302.24265,52303.53638,77.41116751,209.3908629
1133,Spectrogram 1,10,52273.33689,52274.16858,100.2538071,196.7005076
1134,Spectrogram 1,10,52321.18664,52322.51734,74.87309645,196.7005076
1135,Spectrogram 1,10,52332.97812,52334.19793,90.10152284,196.7005076
1136,Spectrogram 1,10,52357.94722,52359.13006,77.41116751,209.3908629
1137,Spectrogram 1,10,52419.65842,52420.91519,110.4060914,234.7715736
1138,Spectrogram 1,10,52437.84465,52439.17535,95.17766497,204.3147208
1139,Spectrogram 1,10,52447.32589,52448.10213,120.5583756,214.4670051
1140,Spectrogram 1,10,52450.24603,52451.76155,77.41116751,250
1141,Spectrogram 1,10,52504.06545,52505.50704,49.49238579,181.4720812
1142,Spectrogram 1,10,52523.60086,52524.7837,95.17766497,214.4670051
1143,Spectrogram 1,10,52529.81079,52531.17846,62.18274112,173.857868
