Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),SNR,Score
601,Spectrogram 1,10,32466.37613,32467.96558,77.48538012,267.5438596,7.618637,6.744057
602,Spectrogram 1,10,32460.49887,32461.9035,89.18128655,182.748538,1.59847,0.640894
603,Spectrogram 1,10,32478.92537,32480.14517,77.48538012,220.7602339,12.377052,11.788063
604,Spectrogram 1,10,32482.17819,32483.17621,109.6491228,250,10.889793,10.385179
605,Spectrogram 1,10,32497.03767,32498.29444,97.95321637,217.8362573,7.713304,7.589352
606,Spectrogram 1,10,32521.63713,32523.04176,103.8011696,305.5555556,8.72643,9.131366
607,Spectrogram 1,10,32550.33959,32551.85511,74.56140351,232.4561404,-1.728275,6.038162
608,Spectrogram 1,10,32533.66888,32535.33225,92.10526316,197.3684211,2.419934,2.19336
609,Spectrogram 1,10,32548.63925,32550.13629,108.1871345,204.6783626,4.979927,8.475974
610,Spectrogram 1,10,32553.53696,32555.71783,80.40935673,279.2397661,2.408486,2.489998
611,Spectrogram 1,10,32569.80107,32571.27963,83.33333333,270.4678363,5.385769,5.635381
612,Spectrogram 1,10,32572.943,32573.8671,92.10526316,261.6959064,5.740458,5.806145
613,Spectrogram 1,10,32582.68299,32584.01369,65.78947368,200.2923977,-3.26726,4.107791
614,Spectrogram 1,10,32584.1985,32585.27046,133.0409357,244.1520468,6.408844,9.895683
615,Spectrogram 1,10,32584.60511,32585.78795,65.78947368,209.0643275,6.315209,9.310908
616,Spectrogram 1,10,32615.59932,32617.33663,89.18128655,279.2397661,3.629097,3.379866
617,Spectrogram 1,10,32691.50466,32692.61357,80.40935673,247.0760234,2.504309,2.921076
618,Spectrogram 1,10,32687.32774,32688.36273,95.02923977,209.0643275,2.284159,2.644843
619,Spectrogram 1,10,32695.42283,32696.56871,92.10526316,261.6959064,11.764847,11.748355
620,Spectrogram 1,10,32720.68764,32721.90745,103.8011696,232.4561404,2.938883,3.018877
621,Spectrogram 1,10,32712.8513,32714.36682,100.877193,200.2923977,2.086473,1.79641
622,Spectrogram 1,10,32733.93919,32735.08507,80.40935673,203.2163743,4.769026,4.664259
623,Spectrogram 1,10,32755.35976,32756.50564,65.78947368,250,6.158671,6.747441
624,Spectrogram 1,10,32770.51495,32771.6978,97.95321637,226.6081871,4.169904,4.507728
625,Spectrogram 1,10,32774.45161,32775.63445,115.497076,209.0643275,1.939973,1.567275
626,Spectrogram 1,10,32842.64997,32843.79585,80.40935673,211.9883041,9.663871,9.397129
627,Spectrogram 1,10,32846.38332,32847.38135,95.02923977,182.748538,8.534033,8.615986
628,Spectrogram 1,10,32850.68962,32851.57675,115.497076,214.9122807,10.726435,10.779939
629,Spectrogram 1,10,32858.71078,32859.93059,106.7251462,209.0643275,1.783317,1.648982
630,Spectrogram 1,10,32873.77356,32874.80855,103.8011696,211.9883041,4.942603,5.558157
631,Spectrogram 1,10,32891.8489,32892.84692,86.25730994,220.7602339,8.376636,8.401027
632,Spectrogram 1,10,32894.5103,32895.76707,95.02923977,200.2923977,2.975799,2.90909
633,Spectrogram 1,10,32915.11766,32916.33747,86.25730994,217.8362573,3.14584,3.683222
634,Spectrogram 1,10,32998.2864,32999.69103,89.18128655,229.5321637,-3.930579,2.971243
635,Spectrogram 1,10,33040.5546,33042.51369,83.33333333,211.9883041,0.942079,1.348223
636,Spectrogram 1,10,33052.51242,33053.39955,77.48538012,188.5964912,6.526245,7.204668
637,Spectrogram 1,10,33079.92113,33081.10398,71.6374269,156.4327485,3.772666,4.392368
638,Spectrogram 1,10,33095.79712,33096.90604,115.497076,214.9122807,1.858486,2.055638
639,Spectrogram 1,10,33126.0151,33127.2349,59.94152047,191.5204678,1.286968,1.559795
640,Spectrogram 1,10,33131.89235,33133.00127,57.01754386,182.748538,1.127331,1.174441
641,Spectrogram 1,10,33168.00607,33169.2998,74.56140351,185.6725146,3.720138,3.571759
642,Spectrogram 1,10,33177.24704,33178.72559,92.10526316,223.6842105,0.587578,1.189261
643,Spectrogram 1,10,33268.25212,33269.36103,97.95321637,203.2163743,2.567979,2.456299
644,Spectrogram 1,10,33289.37698,33290.44893,112.5730994,290.9356725,2.851629,2.912515
645,Spectrogram 1,10,33343.52906,33344.60102,92.10526316,209.0643275,1.304942,2.194595
646,Spectrogram 1,10,33357.94498,33358.83211,89.18128655,200.2923977,8.611075,9.041561
647,Spectrogram 1,10,33366.53908,33367.90674,106.7251462,255.8479532,5.147108,4.746611
648,Spectrogram 1,10,33408.49309,33409.67593,77.48538012,194.4444444,4.124234,3.815541
649,Spectrogram 1,10,33414.40731,33415.59015,80.40935673,293.8596491,4.973893,5.423228
650,Spectrogram 1,10,33432.33479,33433.51764,74.56140351,220.7602339,1.57926,2.046021
651,Spectrogram 1,10,33434.4787,33435.21797,77.48538012,188.5964912,4.859152,4.984283
652,Spectrogram 1,10,33461.49929,33462.64517,92.10526316,197.3684211,2.804655,3.044111
653,Spectrogram 1,10,33523.70951,33524.78146,86.25730994,235.380117,2.931937,3.111772
654,Spectrogram 1,10,33567.17903,33568.1401,86.25730994,182.748538,2.053291,1.816714
655,Spectrogram 1,10,33618.33705,33619.48293,59.94152047,211.9883041,4.420388,4.48356
656,Spectrogram 1,10,33659.18214,33660.69766,45.32163743,229.5321637,3.74045,3.725244
657,Spectrogram 1,10,33676.29642,33677.4423,83.33333333,214.9122807,2.263964,2.5344
658,Spectrogram 1,10,33819.71628,33820.97305,42.39766082,173.9766082,1.231757,1.20966
659,Spectrogram 1,10,33990.69272,33992.06038,68.71345029,214.9122807,2.810151,2.767311
660,Spectrogram 1,10,33996.56998,33997.90068,68.71345029,203.2163743,1.291154,1.212621
661,Spectrogram 1,10,34087.0206,34088.20344,71.6374269,238.3040936,2.271475,1.999156
662,Spectrogram 1,10,34084.13742,34085.20937,95.02923977,182.748538,1.793122,1.870222
663,Spectrogram 1,10,34266.36936,34267.84791,86.25730994,185.6725146,0.102361,0.075488
664,Spectrogram 1,10,34443.14913,34444.62768,83.33333333,238.3040936,5.020858,4.397474
665,Spectrogram 1,10,34493.9375,34495.15731,86.25730994,194.4444444,1.64799,2.238416
666,Spectrogram 1,10,34527.33437,34529.1456,97.95321637,211.9883041,1.443035,1.485151
667,Spectrogram 1,10,34586.95711,34588.28781,121.3450292,264.619883,0.103137,0.10097
668,Spectrogram 1,10,34711.10031,34713.0594,83.33333333,226.6081871,1.601427,1.664742
669,Spectrogram 1,10,34724.24097,34725.53471,80.40935673,206.1403509,6.736429,6.567985
670,Spectrogram 1,10,34731.59678,34732.77963,92.10526316,206.1403509,1.915893,1.924607
671,Spectrogram 1,10,34846.94258,34848.08846,86.25730994,182.748538,2.779577,2.60396
672,Spectrogram 1,10,34888.12034,34889.04444,65.78947368,182.748538,5.302414,4.989783
673,Spectrogram 1,10,34891.96459,34892.99958,74.56140351,176.9005848,5.271356,5.146191
674,Spectrogram 1,10,34895.55008,34896.73293,121.3450292,211.9883041,1.413379,1.528883
675,Spectrogram 1,10,34947.1147,34948.0388,74.56140351,203.2163743,6.277378,5.828974
676,Spectrogram 1,10,34951.84608,34952.95499,77.48538012,214.9122807,1.658835,1.721949
677,Spectrogram 1,10,34954.13784,34955.39461,112.5730994,220.7602339,4.034957,4.213373
678,Spectrogram 1,10,34969.05277,34970.16168,80.40935673,191.5204678,4.709899,4.463367
679,Spectrogram 1,10,35003.41069,35005.22192,92.10526316,220.7602339,1.802587,1.323766
680,Spectrogram 1,10,35045.73434,35047.47164,100.877193,217.8362573,3.207566,2.753997
681,Spectrogram 1,10,35105.89306,35107.03894,92.10526316,197.3684211,2.178922,2.039003
682,Spectrogram 1,10,35119.01524,35120.3829,95.02923977,179.8245614,2.107352,1.897225
683,Spectrogram 1,10,35296.34946,35297.82802,92.10526316,200.2923977,2.500916,2.345177
684,Spectrogram 1,10,35316.99379,35318.02878,86.25730994,220.7602339,3.433455,3.33599
685,Spectrogram 1,10,35382.66013,35384.10172,71.6374269,203.2163743,3.3121,3.325119
686,Spectrogram 1,10,35390.977,35392.23378,68.71345029,194.4444444,1.415848,1.990699
687,Spectrogram 1,10,35429.19766,35430.19568,71.6374269,223.6842105,2.134573,1.89883
688,Spectrogram 1,10,35447.42085,35448.78852,54.09356725,211.9883041,13.00545,14.181133
689,Spectrogram 1,10,35445.90533,35447.01425,86.25730994,209.0643275,-9.510038,1.493759
690,Spectrogram 1,10,35467.69554,35468.69357,68.71345029,200.2923977,2.530698,2.342571
691,Spectrogram 1,10,35493.2191,35494.47587,77.48538012,220.7602339,2.941681,3.260887
692,Spectrogram 1,10,35560.32703,35561.87951,45.32163743,214.9122807,4.68658,4.564961
693,Spectrogram 1,10,35567.75677,35568.93962,57.01754386,171.0526316,6.334619,5.957832
694,Spectrogram 1,10,35572.50663,35574.09608,74.56140351,191.5204678,-1.640137,1.487241
695,Spectrogram 1,10,35574.61357,35575.6116,74.56140351,165.2046784,4.371237,5.094942
696,Spectrogram 1,10,35689.58049,35690.57851,77.48538012,211.9883041,3.003912,4.329478
697,Spectrogram 1,10,35707.45253,35708.78323,71.6374269,156.4327485,4.915254,4.970567
698,Spectrogram 1,10,35720.38988,35721.68362,71.6374269,203.2163743,4.997127,4.586751
699,Spectrogram 1,10,35737.04211,35738.00317,95.02923977,188.5964912,1.024564,1.459164
700,Spectrogram 1,10,35744.43489,35745.54381,92.10526316,214.9122807,5.802138,5.747626
701,Spectrogram 1,10,35797.55199,35798.51305,83.33333333,203.2163743,6.597069,6.301537
702,Spectrogram 1,10,35976.93771,35978.23145,106.7251462,214.9122807,3.365934,3.176541
703,Spectrogram 1,10,36027.0977,36029.01982,83.33333333,214.9122807,2.453109,3.725829
704,Spectrogram 1,10,36083.8003,36084.94618,97.95321637,206.1403509,-5.218344,2.08769
705,Spectrogram 1,10,36182.38297,36183.45492,95.02923977,203.2163743,3.59755,3.352981
706,Spectrogram 1,10,36236.97863,36238.38325,71.6374269,209.0643275,3.134241,3.850872
707,Spectrogram 1,10,36251.33909,36252.59587,83.33333333,223.6842105,2.191741,1.330072
708,Spectrogram 1,10,36275.64285,36276.67784,57.01754386,182.748538,6.73335,6.614451
709,Spectrogram 1,10,36348.77589,36350.25444,89.18128655,200.2923977,2.512151,2.535453
710,Spectrogram 1,10,36377.55227,36378.47637,62.86549708,182.748538,6.305849,6.171276
711,Spectrogram 1,10,36384.87112,36386.49753,83.33333333,238.3040936,1.593695,1.44157
712,Spectrogram 1,10,36387.93912,36389.93517,48.24561404,241.2280702,2.063706,1.670562
713,Spectrogram 1,10,36426.15978,36427.49048,80.40935673,176.9005848,2.473305,2.145733
714,Spectrogram 1,10,36509.71663,36511.0843,86.25730994,223.6842105,1.767836,2.099845
715,Spectrogram 1,10,36544.90625,36546.56962,97.95321637,229.5321637,1.331495,1.394266
716,Spectrogram 1,10,36707.91697,36709.50642,68.71345029,250,10.216105,9.86191
717,Spectrogram 1,10,36773.39849,36774.50741,59.94152047,244.1520468,7.2532,7.638751
718,Spectrogram 1,10,36789.53323,36790.93785,74.56140351,203.2163743,1.225402,0.560889
719,Spectrogram 1,10,36825.85024,36827.2179,86.25730994,179.8245614,5.781962,5.852813
720,Spectrogram 1,10,36870.76136,36872.79437,71.6374269,206.1403509,2.785973,3.85035
721,Spectrogram 1,10,36966.2021,36967.38495,62.86549708,191.5204678,3.662472,5.164588
722,Spectrogram 1,10,37029.07767,37030.55622,57.01754386,159.3567251,5.161302,5.380691
723,Spectrogram 1,10,37224.39482,37225.42981,77.48538012,235.380117,5.523458,6.552256
724,Spectrogram 1,10,37263.98314,37265.64652,68.71345029,261.6959064,5.252873,5.526359
725,Spectrogram 1,10,37446.41838,37447.63819,80.40935673,270.4678363,10.101402,10.655634
726,Spectrogram 1,10,37531.58317,37532.61816,89.18128655,279.2397661,14.221226,14.420759
727,Spectrogram 1,10,37538.60631,37539.93701,95.02923977,261.6959064,19.511961,19.574273
728,Spectrogram 1,10,37581.66923,37582.77815,59.94152047,188.5964912,11.941269,12.270426
729,Spectrogram 1,10,37598.41387,37599.78153,83.33333333,252.9239766,9.365817,9.718154
730,Spectrogram 1,10,37628.28069,37629.31567,74.56140351,194.4444444,9.850723,9.799243
731,Spectrogram 1,10,37647.05834,37648.09333,80.40935673,267.5438596,7.381435,8.095146
732,Spectrogram 1,10,37649.22073,37650.18179,54.09356725,247.0760234,6.453809,6.825191
733,Spectrogram 1,10,37653.61943,37654.72834,86.25730994,171.0526316,8.617396,8.265064
734,Spectrogram 1,10,37778.90851,37780.01742,80.40935673,191.5204678,6.112811,6.447317
735,Spectrogram 1,10,37808.86773,37810.19843,92.10526316,241.2280702,1.671397,1.95719
736,Spectrogram 1,10,37886.54733,37887.84107,68.71345029,241.2280702,4.747604,6.156629
737,Spectrogram 1,10,38248.33133,38249.40329,59.94152047,173.9766082,0.412144,0.386361
738,Spectrogram 1,10,38594.09149,38595.45916,65.78947368,179.8245614,1.512198,0.614749
739,Spectrogram 1,10,38740.32061,38741.46649,77.48538012,223.6842105,4.538696,4.185038
740,Spectrogram 1,10,38925.14003,38926.28591,74.56140351,206.1403509,2.489092,2.134551
741,Spectrogram 1,10,39577.66345,39578.99415,59.94152047,191.5204678,11.857983,11.996629
742,Spectrogram 1,10,39919.24668,39920.57738,77.48538012,261.6959064,17.529731,17.802205
743,Spectrogram 1,10,40093.32809,40094.51093,59.94152047,200.2923977,4.048065,3.833974
744,Spectrogram 1,10,40190.24739,40191.39327,68.71345029,214.9122807,1.525524,1.319322
745,Spectrogram 1,10,40313.65131,40315.27772,57.01754386,214.9122807,1.529931,1.822206
746,Spectrogram 1,10,40317.01503,40318.30876,80.40935673,273.3918129,3.532192,3.990984
747,Spectrogram 1,10,40340.32075,40341.5036,95.02923977,214.9122807,0.266878,1.828002
748,Spectrogram 1,10,40385.12098,40386.2299,71.6374269,226.6081871,2.235806,2.423966
749,Spectrogram 1,10,40396.7646,40397.91048,89.18128655,214.9122807,0.716917,0.378029
750,Spectrogram 1,10,40411.64256,40413.04719,51.16959064,209.0643275,0.940955,1.014198
751,Spectrogram 1,10,40416.18912,40417.48286,100.877193,290.9356725,1.130742,0.833044
752,Spectrogram 1,10,40421.71522,40423.02744,68.71345029,211.9883041,1.40592,1.329494
753,Spectrogram 1,10,40434.94829,40436.24203,65.78947368,247.0760234,1.008852,0.776105
754,Spectrogram 1,10,40429.18193,40430.58655,97.95321637,211.9883041,2.197117,2.174516
755,Spectrogram 1,10,40445.2797,40446.86915,83.33333333,194.4444444,1.158672,0.675231
756,Spectrogram 1,10,40451.15696,40451.97016,95.02923977,197.3684211,2.530537,2.303522
757,Spectrogram 1,10,40456.88636,40458.25402,100.877193,209.0643275,0.654766,1.054745
758,Spectrogram 1,10,40484.92346,40486.2172,74.56140351,188.5964912,8.48024,9.296075
759,Spectrogram 1,10,40530.27815,40531.83063,86.25730994,200.2923977,1.321889,1.127973
760,Spectrogram 1,10,40545.30396,40546.37592,62.86549708,185.6725146,1.763549,1.766125
761,Spectrogram 1,10,40591.08373,40592.34051,57.01754386,165.2046784,2.655466,1.857015
762,Spectrogram 1,10,40614.68517,40616.16373,39.47368421,255.8479532,5.279738,5.58503
763,Spectrogram 1,10,40632.52025,40633.81398,68.71345029,209.0643275,0.459802,2.715883
764,Spectrogram 1,10,40651.79691,40652.94279,57.01754386,264.619883,2.761993,2.968895
765,Spectrogram 1,10,40668.31977,40669.57654,83.33333333,211.9883041,2.991902,4.206801
766,Spectrogram 1,10,40670.22341,40671.36929,65.78947368,214.9122807,2.420027,2.557165
767,Spectrogram 1,10,40715.48568,40716.74245,68.71345029,159.3567251,1.415968,1.567193
768,Spectrogram 1,10,40812.36802,40813.69872,95.02923977,188.5964912,6.664123,7.057951
769,Spectrogram 1,10,40831.53379,40832.93842,83.33333333,232.4561404,5.598555,5.844057
770,Spectrogram 1,10,40821.62747,40822.77335,57.01754386,141.8128655,5.496889,4.963006
771,Spectrogram 1,10,40848.0012,40849.14708,83.33333333,203.2163743,3.179598,3.438014
772,Spectrogram 1,10,40851.10617,40852.51079,57.01754386,229.5321637,9.975514,9.795121
773,Spectrogram 1,10,40855.80058,40856.57682,86.25730994,220.7602339,3.838319,4.172196
775,Spectrogram 1,10,40879.69773,40880.80665,48.24561404,176.9005848,3.052938,2.823607
776,Spectrogram 1,10,40891.95126,40893.28196,68.71345029,267.5438596,5.412608,5.954149
777,Spectrogram 1,10,40924.57188,40925.93955,86.25730994,258.7719298,15.495979,15.144929
778,Spectrogram 1,10,40953.75487,40954.82682,89.18128655,244.1520468,1.842802,1.593208
779,Spectrogram 1,10,40974.54705,40975.54508,68.71345029,159.3567251,4.875869,5.217832
780,Spectrogram 1,10,40999.03562,40999.99668,68.71345029,162.2807018,2.859657,2.919707
781,Spectrogram 1,10,41036.66486,41038.03252,59.94152047,200.2923977,0.076296,0.489907
782,Spectrogram 1,10,41057.14285,41058.17784,86.25730994,226.6081871,1.67273,1.589085
784,Spectrogram 1,10,41072.5383,41074.01686,109.6491228,282.1637427,13.596314,13.678329
785,Spectrogram 1,10,41103.90216,41105.12197,77.48538012,206.1403509,10.303401,12.222445
786,Spectrogram 1,10,41129.05608,41130.20196,86.25730994,220.7602339,0.815618,2.800659
787,Spectrogram 1,10,41197.71649,41199.12112,89.18128655,288.0116959,19.069163,20.031753
788,Spectrogram 1,10,41195.3508,41196.60758,68.71345029,235.380117,1.590695,1.900478
789,Spectrogram 1,10,41207.69674,41208.76869,59.94152047,162.2807018,5.00075,5.136082
790,Spectrogram 1,10,41239.70746,41241.07513,68.71345029,214.9122807,1.414632,1.252505
791,Spectrogram 1,10,41234.86519,41235.86322,74.56140351,176.9005848,0.861602,1.194966
792,Spectrogram 1,10,41261.12803,41262.4957,83.33333333,238.3040936,2.288424,2.149283
793,Spectrogram 1,10,41295.81864,41297.40808,109.6491228,296.7836257,13.214423,14.668451
794,Spectrogram 1,10,41336.88551,41338.21621,77.48538012,232.4561404,0.791327,1.240196
795,Spectrogram 1,10,41349.19448,41350.41429,71.6374269,197.3684211,1.148881,1.436154
796,Spectrogram 1,10,41369.83881,41371.02166,89.18128655,217.8362573,1.431967,1.205314
797,Spectrogram 1,10,41386.26926,41387.41514,51.16959064,255.8479532,8.257546,9.098066
798,Spectrogram 1,10,41384.49499,41385.7148,39.47368421,206.1403509,-3.387811,1.346507
799,Spectrogram 1,10,41399.90893,41401.05481,89.18128655,296.7836257,1.524527,1.628929
800,Spectrogram 1,10,41403.30961,41404.3446,71.6374269,191.5204678,1.443493,1.497363
801,Spectrogram 1,10,41381.13128,41382.38805,57.01754386,179.8245614,0.745722,0.553976
802,Spectrogram 1,10,41531.27857,41532.09177,62.86549708,223.6842105,1.979456,1.968882
803,Spectrogram 1,10,41560.35066,41561.31172,51.16959064,241.2280702,1.117239,1.790182
804,Spectrogram 1,10,41582.54747,41583.58246,57.01754386,235.380117,1.373985,1.565569
805,Spectrogram 1,10,41635.25797,41636.62563,86.25730994,282.1637427,3.135285,3.554715
806,Spectrogram 1,10,41723.76799,41724.80298,86.25730994,214.9122807,0.692952,0.770427
807,Spectrogram 1,10,41759.80777,41761.02758,89.18128655,252.9239766,1.286042,1.39501
808,Spectrogram 1,10,41819.31962,41820.46551,45.32163743,168.128655,16.753534,16.902894
809,Spectrogram 1,10,41862.34558,41863.60236,68.71345029,162.2807018,5.632914,5.481148
810,Spectrogram 1,10,41898.05269,41900.01178,51.16959064,217.8362573,3.751089,3.984854
811,Spectrogram 1,10,41934.25882,41935.66345,86.25730994,235.380117,6.922839,7.356775
812,Spectrogram 1,10,41929.37959,41930.59939,65.78947368,197.3684211,0.960649,1.018434
813,Spectrogram 1,10,41945.42191,41946.75261,62.86549708,176.9005848,3.873139,3.686316
814,Spectrogram 1,10,41975.58444,41976.80425,42.39766082,185.6725146,12.70202,12.81538
815,Spectrogram 1,10,42040.60391,42041.6389,71.6374269,200.2923977,2.031844,1.906156
816,Spectrogram 1,10,42049.78943,42051.00924,62.86549708,197.3684211,3.220346,3.858115
817,Spectrogram 1,10,42135.60109,42137.04268,89.18128655,358.1871345,16.126438,16.147476
818,Spectrogram 1,10,42149.14835,42150.6269,62.86549708,168.128655,3.973896,4.175399
819,Spectrogram 1,10,42257.26771,42259.04197,83.33333333,191.5204678,1.472316,1.701873
820,Spectrogram 1,10,42290.83091,42291.97679,77.48538012,232.4561404,16.293001,16.968269
821,Spectrogram 1,10,42364.2227,42365.40554,133.0409357,293.8596491,8.99965,8.733359
822,Spectrogram 1,10,42389.7093,42390.78125,118.4210526,293.8596491,1.349454,3.964131
823,Spectrogram 1,10,42393.1839,42394.55157,100.877193,314.3274854,3.473535,2.746816
824,Spectrogram 1,10,42533.51728,42534.99584,89.18128655,188.5964912,1.747309,1.423366
825,Spectrogram 1,10,42550.87183,42551.98074,83.33333333,182.748538,1.611308,2.152996
826,Spectrogram 1,10,42565.15837,42566.93263,89.18128655,220.7602339,2.984746,4.993177
827,Spectrogram 1,10,42597.85292,42599.29451,115.497076,229.5321637,2.095293,1.96442
828,Spectrogram 1,10,42613.4332,42614.68997,86.25730994,220.7602339,1.492512,1.364217
829,Spectrogram 1,10,42617.64708,42619.19956,89.18128655,194.4444444,0.50329,0.983412
831,Spectrogram 1,10,42673.72129,42675.31074,112.5730994,229.5321637,1.750982,1.312604
832,Spectrogram 1,10,42687.56426,42688.96889,36.5497076,191.5204678,9.896344,10.451473
833,Spectrogram 1,10,42639.99175,42641.54423,109.6491228,311.4035088,6.716197,6.988388
834,Spectrogram 1,10,42717.07992,42718.44759,86.25730994,334.7953216,6.952307,6.949338
835,Spectrogram 1,10,42736.46748,42737.5764,86.25730994,214.9122807,5.954072,5.760026
836,Spectrogram 1,10,42742.82527,42743.78633,74.56140351,203.2163743,8.605655,10.398154
837,Spectrogram 1,10,42757.88805,42758.81215,74.56140351,244.1520468,4.863936,4.81203
838,Spectrogram 1,10,42772.71057,42773.56074,65.78947368,197.3684211,1.164962,1.459802
839,Spectrogram 1,10,42844.25416,42845.65879,65.78947368,255.8479532,2.194633,1.676891
840,Spectrogram 1,10,42849.0225,42850.39017,89.18128655,250,2.94151,2.847926
841,Spectrogram 1,10,42876.17247,42877.28139,80.40935673,188.5964912,6.098898,6.683946
842,Spectrogram 1,10,42882.95535,42884.28605,71.6374269,279.2397661,16.935067,16.643329
843,Spectrogram 1,10,42938.17939,42939.99062,57.01754386,252.9239766,1.395184,1.585021
844,Spectrogram 1,10,43001.86816,43003.42064,97.95321637,343.5672515,14.155609,15.108601
845,Spectrogram 1,10,43000.31567,43001.60941,121.3450292,235.380117,-9.860591,1.139629
846,Spectrogram 1,10,43030.18249,43031.73497,74.56140351,203.2163743,0.863775,1.254273
847,Spectrogram 1,10,43053.82089,43055.18856,65.78947368,197.3684211,1.527215,1.832376
848,Spectrogram 1,10,43081.858,43083.15174,62.86549708,247.0760234,6.770042,6.751187
849,Spectrogram 1,10,43099.0462,43100.45083,80.40935673,197.3684211,1.689867,1.025466
850,Spectrogram 1,10,43107.78816,43109.0819,109.6491228,273.3918129,14.605256,17.532014
851,Spectrogram 1,10,43117.69448,43118.8034,62.86549708,244.1520468,2.345334,3.61183
852,Spectrogram 1,10,43188.57273,43189.8295,80.40935673,197.3684211,7.289079,7.202101
853,Spectrogram 1,10,43216.94251,43217.82964,92.10526316,226.6081871,-4.405633,1.138452
854,Spectrogram 1,10,43236.8106,43238.36308,59.94152047,226.6081871,-0.067772,0.790616
855,Spectrogram 1,10,43267.19491,43268.59953,95.02923977,229.5321637,-0.331297,0.539824
856,Spectrogram 1,10,43288.33825,43289.92769,77.48538012,290.9356725,14.126259,17.33337
857,Spectrogram 1,10,43298.5218,43300.07428,100.877193,197.3684211,6.118169,6.818157
858,Spectrogram 1,10,43301.84855,43303.14228,80.40935673,238.3040936,2.913106,2.740673
859,Spectrogram 1,10,43322.86251,43324.30411,74.56140351,223.6842105,9.219068,9.712804
860,Spectrogram 1,10,43383.37239,43384.48131,68.71345029,258.7719298,16.418436,16.863809
861,Spectrogram 1,10,43412.48145,43413.62733,83.33333333,252.9239766,8.105165,7.782524
862,Spectrogram 1,10,43408.96988,43410.33754,115.497076,220.7602339,1.696899,1.431888
863,Spectrogram 1,10,43447.92981,43449.44533,59.94152047,194.4444444,-9.403723,2.398453
864,Spectrogram 1,10,43494.65216,43495.835,77.48538012,209.0643275,3.263428,3.600813
865,Spectrogram 1,10,43513.61463,43514.57569,54.09356725,209.0643275,3.287419,3.107208
866,Spectrogram 1,10,43517.45887,43519.15921,83.33333333,200.2923977,4.668691,4.736132
867,Spectrogram 1,10,43532.70648,43534.14807,59.94152047,223.6842105,3.652552,3.464215
868,Spectrogram 1,10,43547.69533,43549.43263,95.02923977,217.8362573,4.934374,5.318287
869,Spectrogram 1,10,43551.94618,43552.98117,97.95321637,235.380117,5.425142,5.047988
870,Spectrogram 1,10,43564.25515,43565.29014,77.48538012,188.5964912,5.161426,4.896971
871,Spectrogram 1,10,43571.40766,43572.47961,80.40935673,197.3684211,7.810401,7.711838
872,Spectrogram 1,10,43580.83345,43582.12719,57.01754386,162.2807018,1.205054,2.286982
873,Spectrogram 1,10,43590.90611,43592.64341,100.877193,229.5321637,1.958251,4.192569
874,Spectrogram 1,10,43592.49556,43593.60447,92.10526316,276.3157895,0.665557,3.842186
875,Spectrogram 1,10,43599.03816,43600.51672,71.6374269,203.2163743,3.97405,3.732736
876,Spectrogram 1,10,43603.95436,43605.54381,65.78947368,299.7076023,18.794249,18.484924
877,Spectrogram 1,10,43593.34573,43594.45464,133.0409357,323.0994152,-0.54959,1.653149
878,Spectrogram 1,10,43623.67459,43624.82047,86.25730994,235.380117,0.094411,2.234947
879,Spectrogram 1,10,43649.56779,43651.23117,83.33333333,214.9122807,5.230854,5.955184
880,Spectrogram 1,10,43668.62267,43669.54677,83.33333333,214.9122807,1.836547,2.337286
881,Spectrogram 1,10,43680.96861,43681.89271,68.71345029,194.4444444,3.045525,2.725733
882,Spectrogram 1,10,43713.84798,43715.21565,86.25730994,211.9883041,3.054547,2.907304
883,Spectrogram 1,10,43772.93475,43774.33938,59.94152047,191.5204678,1.244475,1.084933
884,Spectrogram 1,10,43801.37846,43802.48737,112.5730994,211.9883041,1.652705,1.87116
885,Spectrogram 1,10,43809.91711,43811.32174,57.01754386,273.3918129,9.111655,9.288092
886,Spectrogram 1,10,43812.20887,43813.39172,80.40935673,176.9005848,2.072144,4.18855
887,Spectrogram 1,10,43831.07894,43832.04,45.32163743,232.4561404,6.951606,9.484938
888,Spectrogram 1,10,43834.7014,43835.81031,95.02923977,206.1403509,4.309352,3.914
889,Spectrogram 1,10,43876.72933,43877.94914,86.25730994,241.2280702,17.45214,18.918017
890,Spectrogram 1,10,43878.09699,43879.87126,100.877193,203.2163743,-14.28698,2.588113
891,Spectrogram 1,10,43868.70817,43869.70619,71.6374269,194.4444444,0.550329,0.052491
892,Spectrogram 1,10,43889.50035,43890.75712,68.71345029,223.6842105,8.109381,7.787904
893,Spectrogram 1,10,43908.01926,43908.94335,77.48538012,223.6842105,-1.905881,1.83776
894,Spectrogram 1,10,43908.83246,43909.86745,83.33333333,200.2923977,5.073011,5.575755
895,Spectrogram 1,10,43916.20676,43918.3137,115.497076,209.0643275,4.837505,5.038869
896,Spectrogram 1,10,43941.28675,43942.24781,80.40935673,211.9883041,5.598992,5.416491
897,Spectrogram 1,10,43980.11731,43981.5589,83.33333333,214.9122807,2.006578,3.084296
898,Spectrogram 1,10,43964.92516,43966.32978,54.09356725,194.4444444,4.321257,5.476927
899,Spectrogram 1,10,43999.83754,44000.87253,86.25730994,168.128655,4.270471,3.264369
900,Spectrogram 1,10,44002.01841,44003.16429,74.56140351,223.6842105,1.637645,1.453662
